instance_id,family,n,alpha,num_processors_total,max_required_processors_per_job,max_jobs_per_processor,mean_jobs_per_processor,bpc_status,bpc_gap_pct,bpc_time_seconds,included_in_main_study,included_in_ablation_30,included_in_sensitivity_30,included_in_hard_tail_70
D_n070_032_a75_096,D,70,0.75,55,,10,5.19,not_reported,,,True,False,False,True
D_n070_033_a25_097,D,70,0.25,55,,10,5.19,not_reported,,,True,False,False,False
D_n070_033_a50_098,D,70,0.5,55,,10,5.19,not_reported,,,True,False,False,False
D_n070_033_a75_099,D,70,0.75,55,,10,5.19,not_reported,,,True,False,False,False
D_n070_034_a25_100,D,70,0.25,55,,10,5.28,not_reported,,,True,False,False,False
D_n070_034_a50_101,D,70,0.5,55,,10,5.28,not_reported,,,True,False,False,False
D_n070_034_a75_102,D,70,0.75,55,,10,5.28,not_reported,,,True,False,False,False
D_n070_035_a25_103,D,70,0.25,55,,11,5.09,not_reported,,,True,False,False,True
D_n070_035_a50_104,D,70,0.5,55,,11,5.09,not_reported,,,True,False,False,True
D_n070_035_a75_105,D,70,0.75,55,,11,5.09,not_reported,,,True,False,False,False
D_n075_036_a25_106,D,75,0.25,55,,10,5.56,not_reported,,,True,False,False,True
D_n075_036_a50_107,D,75,0.5,55,,10,5.56,not_reported,,,True,False,False,False
D_n075_036_a75_108,D,75,0.75,55,,10,5.56,not_reported,,,True,False,False,False
D_n075_037_a25_109,D,75,0.25,55,,11,5.56,not_reported,,,True,False,False,False
D_n075_037_a50_110,D,75,0.5,55,,11,5.56,not_reported,,,True,False,False,False
D_n075_037_a75_111,D,75,0.75,55,,11,5.56,not_reported,,,True,False,False,False
D_n075_038_a25_112,D,75,0.25,55,,11,5.56,not_reported,,,True,False,False,False
D_n075_038_a50_113,D,75,0.5,55,,11,5.56,not_reported,,,True,False,False,False
D_n075_038_a75_114,D,75,0.75,55,,11,5.56,not_reported,,,True,False,False,False
D_n075_039_a25_115,D,75,0.25,55,,11,5.66,not_reported,,,True,False,False,False
D_n075_039_a50_116,D,75,0.5,55,,11,5.66,not_reported,,,True,False,False,True
D_n075_039_a75_117,D,75,0.75,55,,11,5.66,not_reported,,,True,False,False,False
D_n075_040_a25_118,D,75,0.25,55,,12,5.45,not_reported,,,True,False,False,True
D_n075_040_a50_119,D,75,0.5,55,,12,5.45,not_reported,,,True,False,False,True
D_n075_040_a75_120,D,75,0.75,55,,12,5.45,not_reported,,,True,False,False,False
D_n080_041_a25_121,D,80,0.25,55,,13,5.93,not_reported,,,True,False,False,False
D_n080_041_a50_122,D,80,0.5,55,,13,5.93,not_reported,,,True,True,True,False
D_n080_041_a75_123,D,80,0.75,55,,13,5.93,not_reported,,,True,False,False,False
D_n080_042_a25_124,D,80,0.25,55,,12,5.93,not_reported,,,True,False,False,True
D_n080_042_a50_125,D,80,0.5,55,,12,5.93,not_reported,,,True,False,False,False
D_n080_042_a75_126,D,80,0.75,55,,12,5.93,not_reported,,,True,False,False,False
D_n080_043_a25_127,D,80,0.25,55,,11,5.93,not_reported,,,True,False,False,False
D_n080_043_a50_128,D,80,0.5,55,,11,5.93,not_reported,,,True,False,False,False
D_n080_043_a75_129,D,80,0.75,55,,11,5.93,not_reported,,,True,False,False,False
D_n080_044_a25_130,D,80,0.25,55,,11,6.04,not_reported,,,True,False,False,False
D_n080_044_a50_131,D,80,0.5,55,,11,6.04,not_reported,,,True,False,False,True
D_n080_044_a75_132,D,80,0.75,55,,11,6.04,not_reported,,,True,False,False,False
D_n080_045_a25_133,D,80,0.25,55,,12,5.82,not_reported,,,True,False,False,True
D_n080_045_a50_134,D,80,0.5,55,,12,5.82,not_reported,,,True,False,False,True
D_n080_045_a75_135,D,80,0.75,55,,12,5.82,not_reported,,,True,False,False,False
EB_n100_001_a25_001,EB,100,0.25,55,,11,3.7,optimal,0.0,0.0,True,True,True,False
EB_n100_001_a50_002,EB,100,0.5,55,,11,3.7,optimal,0.0,1156.1,True,False,False,False
EB_n100_001_a75_003,EB,100,0.75,55,,11,3.7,optimal,0.0,1.4,True,False,False,False
EB_n100_002_a25_004,EB,100,0.25,55,,10,3.77,optimal,0.0,0.0,True,False,False,False
EB_n100_002_a50_005,EB,100,0.5,55,,10,3.77,optimal,0.0,1156.1,True,False,False,False
EB_n100_002_a75_006,EB,100,0.75,55,,10,3.77,optimal,0.0,1.4,True,False,False,False
EB_n100_003_a25_007,EB,100,0.25,55,,9,3.7,optimal,0.0,0.0,True,False,False,False
EB_n100_003_a50_008,EB,100,0.5,55,,9,3.7,optimal,0.0,1156.1,True,False,False,False
EB_n100_003_a75_009,EB,100,0.75,55,,9,3.7,optimal,0.0,1.4,True,False,False,False
EB_n100_004_a25_010,EB,100,0.25,55,,8,3.64,optimal,0.0,0.0,True,False,False,False
EB_n100_004_a50_011,EB,100,0.5,55,,8,3.64,optimal,0.0,1156.1,True,False,False,False
EB_n100_004_a75_012,EB,100,0.75,55,,8,3.64,optimal,0.0,1.4,True,False,False,False
EB_n100_005_a25_013,EB,100,0.25,55,,8,3.77,optimal,0.0,0.0,True,False,False,False
EB_n100_005_a50_014,EB,100,0.5,55,,8,3.77,optimal,0.0,1156.1,True,False,False,False
EB_n100_005_a75_015,EB,100,0.75,55,,8,3.77,optimal,0.0,1.4,True,False,False,False
EB_n110_006_a25_016,EB,110,0.25,55,,12,4.0,optimal,0.0,0.4,True,False,False,False
EB_n110_006_a50_017,EB,110,0.5,55,,12,4.0,incumbent,0.1,2162.4,True,True,True,False
EB_n110_006_a75_018,EB,110,0.75,55,,12,4.0,optimal,0.0,1.8,True,False,False,False
EB_n110_007_a25_019,EB,110,0.25,55,,10,4.15,optimal,0.0,0.4,True,False,False,False
EB_n110_007_a50_020,EB,110,0.5,55,,10,4.15,incumbent,0.1,2162.4,True,False,False,False
EB_n110_007_a75_021,EB,110,0.75,55,,10,4.15,optimal,0.0,1.8,True,False,False,False
EB_n110_008_a25_022,EB,110,0.25,55,,10,4.0,optimal,0.0,0.4,True,False,False,False
EB_n110_008_a50_023,EB,110,0.5,55,,10,4.0,incumbent,0.1,2162.4,True,False,False,False
EB_n110_008_a75_024,EB,110,0.75,55,,10,4.0,optimal,0.0,1.8,True,False,False,False
EB_n110_009_a25_025,EB,110,0.25,55,,9,4.0,optimal,0.0,0.4,True,False,False,False
EB_n110_009_a50_026,EB,110,0.5,55,,9,4.0,incumbent,0.1,2162.4,True,False,False,False
EB_n110_009_a75_027,EB,110,0.75,55,,9,4.0,optimal,0.0,1.8,True,False,False,False
EB_n110_010_a25_028,EB,110,0.25,55,,9,4.07,optimal,0.0,0.4,True,False,False,False
EB_n110_010_a50_029,EB,110,0.5,55,,9,4.07,incumbent,0.1,2162.4,True,False,False,False
EB_n110_010_a75_030,EB,110,0.75,55,,9,4.07,optimal,0.0,1.8,True,False,False,False
EB_n120_011_a25_031,EB,120,0.25,55,,13,4.36,optimal,0.0,2.5,True,False,False,False
EB_n120_011_a50_032,EB,120,0.5,55,,13,4.36,incumbent,0.1,1445.7,True,False,False,False
EB_n120_011_a75_033,EB,120,0.75,55,,13,4.36,optimal,0.0,29.7,True,True,True,False
EB_n120_012_a25_034,EB,120,0.25,55,,12,4.36,optimal,0.0,2.5,True,False,False,False
EB_n120_012_a50_035,EB,120,0.5,55,,12,4.36,incumbent,0.1,1445.7,True,False,False,False
EB_n120_012_a75_036,EB,120,0.75,55,,12,4.36,optimal,0.0,29.7,True,False,False,False
EB_n120_013_a25_037,EB,120,0.25,55,,10,4.36,optimal,0.0,2.5,True,False,False,False
EB_n120_013_a50_038,EB,120,0.5,55,,10,4.36,incumbent,0.1,1445.7,True,False,False,False
EB_n120_013_a75_039,EB,120,0.75,55,,10,4.36,optimal,0.0,29.7,True,False,False,False
EB_n120_014_a25_040,EB,120,0.25,55,,10,4.36,optimal,0.0,2.5,True,False,False,True
EB_n120_014_a50_041,EB,120,0.5,55,,10,4.36,incumbent,0.1,1445.7,True,False,False,False
EB_n120_014_a75_042,EB,120,0.75,55,,10,4.36,optimal,0.0,29.7,True,False,False,False
EB_n120_015_a25_043,EB,120,0.25,55,,10,4.44,optimal,0.0,2.5,True,False,False,False
EB_n120_015_a50_044,EB,120,0.5,55,,10,4.44,incumbent,0.1,1445.7,True,False,False,False
EB_n120_015_a75_045,EB,120,0.75,55,,10,4.44,optimal,0.0,29.7,True,False,False,False
EB_n130_016_a25_046,EB,130,0.25,55,,13,4.73,optimal,0.0,0.8,True,False,False,False
EB_n130_016_a50_047,EB,130,0.5,55,,13,4.73,incumbent,0.2,2163.8,True,False,False,False
EB_n130_016_a75_048,EB,130,0.75,55,,13,4.73,incumbent,0.2,1504.6,True,False,False,False
EB_n130_017_a25_049,EB,130,0.25,55,,13,4.73,optimal,0.0,0.8,True,False,False,False
EB_n130_017_a50_050,EB,130,0.5,55,,13,4.73,incumbent,0.2,2163.8,True,False,False,True
EB_n130_017_a75_051,EB,130,0.75,55,,13,4.73,incumbent,0.2,1504.6,True,False,False,False
EB_n130_018_a25_052,EB,130,0.25,55,,11,4.73,optimal,0.0,0.8,True,False,False,False
EB_n130_018_a50_053,EB,130,0.5,55,,11,4.73,incumbent,0.2,2163.8,True,False,False,False
EB_n130_018_a75_054,EB,130,0.75,55,,11,4.73,incumbent,0.2,1504.6,True,False,False,False
EB_n130_019_a25_055,EB,130,0.25,55,,10,4.73,optimal,0.0,0.8,True,False,False,True
EB_n130_019_a50_056,EB,130,0.5,55,,10,4.73,incumbent,0.2,2163.8,True,False,False,False
EB_n130_019_a75_057,EB,130,0.75,55,,10,4.73,incumbent,0.2,1504.6,True,False,False,False
EB_n130_020_a25_058,EB,130,0.25,55,,10,4.81,optimal,0.0,0.8,True,False,False,False
EB_n130_020_a50_059,EB,130,0.5,55,,10,4.81,incumbent,0.2,2163.8,True,False,False,False
EB_n130_020_a75_060,EB,130,0.75,55,,10,4.81,incumbent,0.2,1504.6,True,False,False,False
EB_n140_021_a25_061,EB,140,0.25,55,,13,5.09,not_reported,,,True,True,True,False
EB_n140_021_a50_062,EB,140,0.5,55,,13,5.09,not_reported,,,True,False,False,False
EB_n140_021_a75_063,EB,140,0.75,55,,13,5.09,not_reported,,,True,False,False,False
EB_n140_022_a25_064,EB,140,0.25,55,,13,5.09,not_reported,,,True,False,False,True
EB_n140_022_a50_065,EB,140,0.5,55,,13,5.09,not_reported,,,True,False,False,True
EB_n140_022_a75_066,EB,140,0.75,55,,13,5.09,not_reported,,,True,False,False,False
EB_n140_023_a25_067,EB,140,0.25,55,,12,5.09,not_reported,,,True,False,False,False
EB_n140_023_a50_068,EB,140,0.5,55,,12,5.09,not_reported,,,True,False,False,False
EB_n140_023_a75_069,EB,140,0.75,55,,12,5.09,not_reported,,,True,False,False,False
EB_n140_024_a25_070,EB,140,0.25,55,,10,5.09,not_reported,,,True,False,False,False
EB_n140_024_a50_071,EB,140,0.5,55,,10,5.09,not_reported,,,True,False,False,False
EB_n140_024_a75_072,EB,140,0.75,55,,10,5.09,not_reported,,,True,False,False,False
EB_n140_025_a25_073,EB,140,0.25,55,,10,5.19,not_reported,,,True,False,False,False
EB_n140_025_a50_074,EB,140,0.5,55,,10,5.19,not_reported,,,True,False,False,False
EB_n140_025_a75_075,EB,140,0.75,55,,10,5.19,not_reported,,,True,False,False,False
EB_n150_026_a25_076,EB,150,0.25,55,,13,5.45,not_reported,,,True,False,False,True
EB_n150_026_a50_077,EB,150,0.5,55,,13,5.45,not_reported,,,True,True,True,False
EB_n150_026_a75_078,EB,150,0.75,55,,13,5.45,not_reported,,,True,False,False,False
EB_n150_027_a25_079,EB,150,0.25,55,,13,5.45,not_reported,,,True,False,False,True
EB_n150_027_a50_080,EB,150,0.5,55,,13,5.45,not_reported,,,True,False,False,False
EB_n150_027_a75_081,EB,150,0.75,55,,13,5.45,not_reported,,,True,False,False,False
EB_n150_028_a25_082,EB,150,0.25,55,,12,5.45,not_reported,,,True,False,False,False
EB_n150_028_a50_083,EB,150,0.5,55,,12,5.45,not_reported,,,True,False,False,False
EB_n150_028_a75_084,EB,150,0.75,55,,12,5.45,not_reported,,,True,False,False,False
EB_n150_029_a25_085,EB,150,0.25,55,,11,5.45,not_reported,,,True,False,False,False
EB_n150_029_a50_086,EB,150,0.5,55,,11,5.45,not_reported,,,True,False,False,False
EB_n150_029_a75_087,EB,150,0.75,55,,11,5.45,not_reported,,,True,False,False,False
EB_n150_030_a25_088,EB,150,0.25,55,,11,5.45,not_reported,,,True,False,False,False
EB_n150_030_a50_089,EB,150,0.5,55,,11,5.45,not_reported,,,True,False,False,False
EB_n150_030_a75_090,EB,150,0.75,55,,11,5.45,not_reported,,,True,False,False,False
EC_n050_001_a25_001,EC,50,0.25,55,,7,2.78,not_reported,,,True,True,True,False
EC_n050_001_a50_002,EC,50,0.5,55,,7,2.78,not_reported,,,True,False,False,False
EC_n050_001_a75_003,EC,50,0.75,55,,7,2.78,not_reported,,,True,False,False,False
EC_n050_002_a25_004,EC,50,0.25,55,,6,2.83,not_reported,,,True,False,False,False
EC_n050_002_a50_005,EC,50,0.5,55,,6,2.83,not_reported,,,True,False,False,False
EC_n050_002_a75_006,EC,50,0.75,55,,6,2.83,not_reported,,,True,False,False,False
EC_n050_003_a25_007,EC,50,0.25,55,,7,3.0,not_reported,,,True,False,False,False
EC_n050_003_a50_008,EC,50,0.5,55,,7,3.0,not_reported,,,True,False,False,False
EC_n050_003_a75_009,EC,50,0.75,55,,7,3.0,not_reported,,,True,False,False,False
EC_n050_004_a25_010,EC,50,0.25,55,,6,2.94,not_reported,,,True,False,False,False
EC_n050_004_a50_011,EC,50,0.5,55,,6,2.94,not_reported,,,True,False,False,False
EC_n050_004_a75_012,EC,50,0.75,55,,6,2.94,not_reported,,,True,False,False,False
EC_n050_005_a25_013,EC,50,0.25,55,,6,2.88,not_reported,,,True,False,False,False
EC_n050_005_a50_014,EC,50,0.5,55,,6,2.88,not_reported,,,True,False,False,False
EC_n050_005_a75_015,EC,50,0.75,55,,6,2.88,not_reported,,,True,False,False,False
EC_n055_006_a25_016,EC,55,0.25,55,,7,3.06,optimal,0.0,0.0,True,False,False,False
EC_n055_006_a50_017,EC,55,0.5,55,,7,3.06,optimal,0.0,293.4,True,False,False,False
EC_n055_006_a75_018,EC,55,0.75,55,,7,3.06,optimal,0.0,0.4,True,False,False,False
EC_n055_007_a25_019,EC,55,0.25,55,,6,3.11,optimal,0.0,0.0,True,False,False,False
EC_n055_007_a50_020,EC,55,0.5,55,,6,3.11,optimal,0.0,293.4,True,False,False,False
EC_n055_007_a75_021,EC,55,0.75,55,,6,3.11,optimal,0.0,0.4,True,False,False,False
EC_n055_008_a25_022,EC,55,0.25,55,,8,3.3,optimal,0.0,0.0,True,False,False,False
EC_n055_008_a50_023,EC,55,0.5,55,,8,3.3,optimal,0.0,293.4,True,False,False,False
EC_n055_008_a75_024,EC,55,0.75,55,,8,3.3,optimal,0.0,0.4,True,False,False,False
EC_n055_009_a25_025,EC,55,0.25,55,,6,3.24,optimal,0.0,0.0,True,False,False,False
EC_n055_009_a50_026,EC,55,0.5,55,,6,3.24,optimal,0.0,293.4,True,False,False,False
EC_n055_009_a75_027,EC,55,0.75,55,,6,3.24,optimal,0.0,0.4,True,False,False,False
EC_n055_010_a25_028,EC,55,0.25,55,,6,3.11,optimal,0.0,0.0,True,False,False,False
EC_n055_010_a50_029,EC,55,0.5,55,,6,3.11,optimal,0.0,293.4,True,False,False,False
EC_n055_010_a75_030,EC,55,0.75,55,,6,3.11,optimal,0.0,0.4,True,False,False,False
EC_n060_011_a25_031,EC,60,0.25,55,,7,3.33,optimal,0.0,0.0,True,False,False,False
EC_n060_011_a50_032,EC,60,0.5,55,,7,3.33,incumbent,0.01,0.3,True,True,True,False
EC_n060_011_a75_033,EC,60,0.75,55,,7,3.33,incumbent,0.01,1889.5,True,False,False,False
EC_n060_012_a25_034,EC,60,0.25,55,,9,3.4,optimal,0.0,0.0,True,False,False,False
EC_n060_012_a50_035,EC,60,0.5,55,,9,3.4,incumbent,0.01,0.3,True,False,False,False
EC_n060_012_a75_036,EC,60,0.75,55,,9,3.4,incumbent,0.01,1889.5,True,False,False,False
EC_n060_013_a25_037,EC,60,0.25,55,,8,3.53,optimal,0.0,0.0,True,False,False,False
EC_n060_013_a50_038,EC,60,0.5,55,,8,3.53,incumbent,0.01,0.3,True,False,False,False
EC_n060_013_a75_039,EC,60,0.75,55,,8,3.53,incumbent,0.01,1889.5,True,False,False,False
EC_n060_014_a25_040,EC,60,0.25,55,,7,3.46,optimal,0.0,0.0,True,False,False,False
EC_n060_014_a50_041,EC,60,0.5,55,,7,3.46,incumbent,0.01,0.3,True,False,False,False
EC_n060_014_a75_042,EC,60,0.75,55,,7,3.46,incumbent,0.01,1889.5,True,False,False,False
EC_n060_015_a25_043,EC,60,0.25,55,,7,3.33,optimal,0.0,0.0,True,False,False,False
EC_n060_015_a50_044,EC,60,0.5,55,,7,3.33,incumbent,0.01,0.3,True,False,False,False
EC_n060_015_a75_045,EC,60,0.75,55,,7,3.33,incumbent,0.01,1889.5,True,False,False,False
EC_n065_016_a25_046,EC,65,0.25,55,,8,3.61,incumbent,0.11,1378.5,True,False,False,False
EC_n065_016_a50_047,EC,65,0.5,55,,8,3.61,incumbent,0.02,1313.5,True,False,False,False
EC_n065_016_a75_048,EC,65,0.75,55,,8,3.61,optimal,0.0,0.0,True,True,True,False
EC_n065_017_a25_049,EC,65,0.25,55,,9,3.68,incumbent,0.11,1378.5,True,False,False,False
EC_n065_017_a50_050,EC,65,0.5,55,,9,3.68,incumbent,0.02,1313.5,True,False,False,True
EC_n065_017_a75_051,EC,65,0.75,55,,9,3.68,optimal,0.0,0.0,True,False,False,False
EC_n065_018_a25_052,EC,65,0.25,55,,9,3.82,incumbent,0.11,1378.5,True,False,False,False
EC_n065_018_a50_053,EC,65,0.5,55,,9,3.82,incumbent,0.02,1313.5,True,False,False,False
EC_n065_018_a75_054,EC,65,0.75,55,,9,3.82,optimal,0.0,0.0,True,False,False,False
EC_n065_019_a25_055,EC,65,0.25,55,,8,3.68,incumbent,0.11,1378.5,True,False,False,False
EC_n065_019_a50_056,EC,65,0.5,55,,8,3.68,incumbent,0.02,1313.5,True,False,False,False
EC_n065_019_a75_057,EC,65,0.75,55,,8,3.68,optimal,0.0,0.0,True,False,False,False
EC_n065_020_a25_058,EC,65,0.25,55,,9,3.61,incumbent,0.11,1378.5,True,False,False,False
EC_n065_020_a50_059,EC,65,0.5,55,,9,3.61,incumbent,0.02,1313.5,True,False,False,False
EC_n065_020_a75_060,EC,65,0.75,55,,9,3.61,optimal,0.0,0.0,True,False,False,False
EC_n070_021_a25_061,EC,70,0.25,55,,8,3.89,incumbent,0.1,1441.5,True,True,True,False
EC_n070_021_a50_062,EC,70,0.5,55,,8,3.89,incumbent,0.01,537.6,True,False,False,False
EC_n070_021_a75_063,EC,70,0.75,55,,8,3.89,optimal,0.0,52.6,True,False,False,False
EC_n070_022_a25_064,EC,70,0.25,55,,10,3.96,incumbent,0.1,1441.5,True,False,False,False
EC_n070_022_a50_065,EC,70,0.5,55,,10,3.96,incumbent,0.01,537.6,True,False,False,False
EC_n070_022_a75_066,EC,70,0.75,55,,10,3.96,optimal,0.0,52.6,True,False,False,False
EC_n070_023_a25_067,EC,70,0.25,55,,10,3.96,incumbent,0.1,1441.5,True,False,False,True
EC_n070_023_a50_068,EC,70,0.5,55,,10,3.96,incumbent,0.01,537.6,True,False,False,True
EC_n070_023_a75_069,EC,70,0.75,55,,10,3.96,optimal,0.0,52.6,True,False,False,False
EC_n070_024_a25_070,EC,70,0.25,55,,8,3.89,incumbent,0.1,1441.5,True,False,False,False
EC_n070_024_a50_071,EC,70,0.5,55,,8,3.89,incumbent,0.01,537.6,True,False,False,False
EC_n070_024_a75_072,EC,70,0.75,55,,8,3.89,optimal,0.0,52.6,True,False,False,False
EC_n070_025_a25_073,EC,70,0.25,55,,9,3.89,incumbent,0.1,1441.5,True,False,False,False
EC_n070_025_a50_074,EC,70,0.5,55,,9,3.89,incumbent,0.01,537.6,True,False,False,False
EC_n070_025_a75_075,EC,70,0.75,55,,9,3.89,optimal,0.0,52.6,True,False,False,False
EC_n075_026_a25_076,EC,75,0.25,55,,9,4.17,not_reported,,,True,False,False,False
EC_n075_026_a50_077,EC,75,0.5,55,,9,4.17,not_reported,,,True,False,False,False
EC_n075_026_a75_078,EC,75,0.75,55,,9,4.17,not_reported,,,True,False,False,False
EC_n075_027_a25_079,EC,75,0.25,55,,11,4.25,not_reported,,,True,False,False,False
EC_n075_027_a50_080,EC,75,0.5,55,,11,4.25,not_reported,,,True,False,False,False
EC_n075_027_a75_081,EC,75,0.75,55,,11,4.25,not_reported,,,True,False,False,False
EC_n075_028_a25_082,EC,75,0.25,55,,11,4.25,not_reported,,,True,False,False,True
EC_n075_028_a50_083,EC,75,0.5,55,,11,4.25,not_reported,,,True,False,False,False
EC_n075_028_a75_084,EC,75,0.75,55,,11,4.25,not_reported,,,True,False,False,False
EC_n075_029_a25_085,EC,75,0.25,55,,9,4.17,not_reported,,,True,False,False,False
EC_n075_029_a50_086,EC,75,0.5,55,,9,4.17,not_reported,,,True,False,False,False
EC_n075_029_a75_087,EC,75,0.75,55,,9,4.17,not_reported,,,True,False,False,False
EC_n075_030_a25_088,EC,75,0.25,55,,10,4.09,not_reported,,,True,False,False,False
EC_n075_030_a50_089,EC,75,0.5,55,,10,4.09,not_reported,,,True,False,False,True
EC_n075_030_a75_090,EC,75,0.75,55,,10,4.09,not_reported,,,True,False,False,False
EC_n080_031_a25_091,EC,80,0.25,55,,9,4.36,not_reported,,,True,False,False,False
EC_n080_031_a50_092,EC,80,0.5,55,,9,4.36,not_reported,,,True,True,True,False
EC_n080_031_a75_093,EC,80,0.75,55,,9,4.36,not_reported,,,True,False,False,False
EC_n080_032_a25_094,EC,80,0.25,55,,11,4.53,not_reported,,,True,False,False,False
EC_n080_032_a50_095,EC,80,0.5,55,,11,4.53,not_reported,,,True,False,False,True
EC_n080_032_a75_096,EC,80,0.75,55,,11,4.53,not_reported,,,True,False,False,False
EC_n080_033_a25_097,EC,80,0.25,55,,11,4.53,not_reported,,,True,False,False,True
EC_n080_033_a50_098,EC,80,0.5,55,,11,4.53,not_reported,,,True,False,False,False
EC_n080_033_a75_099,EC,80,0.75,55,,11,4.53,not_reported,,,True,False,False,False
EC_n080_034_a25_100,EC,80,0.25,55,,9,4.36,not_reported,,,True,False,False,False
EC_n080_034_a50_101,EC,80,0.5,55,,9,4.36,not_reported,,,True,False,False,False
EC_n080_034_a75_102,EC,80,0.75,55,,9,4.36,not_reported,,,True,False,False,False
EC_n080_035_a25_103,EC,80,0.25,55,,10,4.36,not_reported,,,True,False,False,False
EC_n080_035_a50_104,EC,80,0.5,55,,10,4.36,not_reported,,,True,False,False,True
EC_n080_035_a75_105,EC,80,0.75,55,,10,4.36,not_reported,,,True,False,False,False
ED_n040_001_a25_001,ED,40,0.25,55,,6,3.14,not_reported,,,True,True,True,False
ED_n040_001_a50_002,ED,40,0.5,55,,6,3.14,not_reported,,,True,False,False,False
ED_n040_001_a75_003,ED,40,0.75,55,,6,3.14,not_reported,,,True,False,False,False
ED_n040_002_a25_004,ED,40,0.25,55,,6,3.08,not_reported,,,True,False,False,False
ED_n040_002_a50_005,ED,40,0.5,55,,6,3.08,not_reported,,,True,False,False,False
ED_n040_002_a75_006,ED,40,0.75,55,,6,3.08,not_reported,,,True,False,False,False
ED_n040_003_a25_007,ED,40,0.25,55,,6,3.08,not_reported,,,True,False,False,False
ED_n040_003_a50_008,ED,40,0.5,55,,6,3.08,not_reported,,,True,False,False,False
ED_n040_003_a75_009,ED,40,0.75,55,,6,3.08,not_reported,,,True,False,False,False
ED_n040_004_a25_010,ED,40,0.25,55,,6,3.2,not_reported,,,True,False,False,False
ED_n040_004_a50_011,ED,40,0.5,55,,6,3.2,not_reported,,,True,False,False,True
ED_n040_004_a75_012,ED,40,0.75,55,,6,3.2,not_reported,,,True,False,False,False
ED_n040_005_a25_013,ED,40,0.25,55,,6,2.91,not_reported,,,True,False,False,False
ED_n040_005_a50_014,ED,40,0.5,55,,6,2.91,not_reported,,,True,False,False,False
ED_n040_005_a75_015,ED,40,0.75,55,,6,2.91,not_reported,,,True,False,False,False
ED_n045_006_a25_016,ED,45,0.25,55,,8,3.53,optimal,0.0,0.0,True,False,False,False
ED_n045_006_a50_017,ED,45,0.5,55,,8,3.53,optimal,0.0,0.0,True,False,False,False
ED_n045_006_a75_018,ED,45,0.75,55,,8,3.53,optimal,0.0,0.0,True,False,False,False
ED_n045_007_a25_019,ED,45,0.25,55,,6,3.46,optimal,0.0,0.0,True,False,False,False
ED_n045_007_a50_020,ED,45,0.5,55,,6,3.46,optimal,0.0,0.0,True,False,False,False
ED_n045_007_a75_021,ED,45,0.75,55,,6,3.46,optimal,0.0,0.0,True,False,False,False
ED_n045_008_a25_022,ED,45,0.25,55,,7,3.46,optimal,0.0,0.0,True,False,False,False
ED_n045_008_a50_023,ED,45,0.5,55,,7,3.46,optimal,0.0,0.0,True,False,False,False
ED_n045_008_a75_024,ED,45,0.75,55,,7,3.46,optimal,0.0,0.0,True,False,False,False
ED_n045_009_a25_025,ED,45,0.25,55,,7,3.6,optimal,0.0,0.0,True,False,False,False
ED_n045_009_a50_026,ED,45,0.5,55,,7,3.6,optimal,0.0,0.0,True,False,False,False
ED_n045_009_a75_027,ED,45,0.75,55,,7,3.6,optimal,0.0,0.0,True,False,False,False
ED_n045_010_a25_028,ED,45,0.25,55,,7,3.27,optimal,0.0,0.0,True,False,False,False
ED_n045_010_a50_029,ED,45,0.5,55,,7,3.27,optimal,0.0,0.0,True,False,False,False
ED_n045_010_a75_030,ED,45,0.75,55,,7,3.27,optimal,0.0,0.0,True,False,False,False
ED_n050_011_a25_031,ED,50,0.25,55,,8,3.92,optimal,0.0,0.1,True,False,False,False
ED_n050_011_a50_032,ED,50,0.5,55,,8,3.92,incumbent,0.14,2152.7,True,True,True,False
ED_n050_011_a75_033,ED,50,0.75,55,,8,3.92,optimal,0.0,0.0,True,False,False,False
ED_n050_012_a25_034,ED,50,0.25,55,,7,3.77,optimal,0.0,0.1,True,False,False,False
ED_n050_012_a50_035,ED,50,0.5,55,,7,3.77,incumbent,0.14,2152.7,True,False,False,False
ED_n050_012_a75_036,ED,50,0.75,55,,7,3.77,optimal,0.0,0.0,True,False,False,False
ED_n050_013_a25_037,ED,50,0.25,55,,7,3.77,optimal,0.0,0.1,True,False,False,False
ED_n050_013_a50_038,ED,50,0.5,55,,7,3.77,incumbent,0.14,2152.7,True,False,False,False
ED_n050_013_a75_039,ED,50,0.75,55,,7,3.77,optimal,0.0,0.0,True,False,False,False
ED_n050_014_a25_040,ED,50,0.25,55,,7,3.92,optimal,0.0,0.1,True,False,False,False
ED_n050_014_a50_041,ED,50,0.5,55,,7,3.92,incumbent,0.14,2152.7,True,False,False,True
ED_n050_014_a75_042,ED,50,0.75,55,,7,3.92,optimal,0.0,0.0,True,False,False,False
ED_n050_015_a25_043,ED,50,0.25,55,,8,3.64,optimal,0.0,0.1,True,False,False,False
ED_n050_015_a50_044,ED,50,0.5,55,,8,3.64,incumbent,0.14,2152.7,True,False,False,False
ED_n050_015_a75_045,ED,50,0.75,55,,8,3.64,optimal,0.0,0.0,True,False,False,False
ED_n055_016_a25_046,ED,55,0.25,55,,9,4.31,optimal,0.0,1.0,True,False,False,False
ED_n055_016_a50_047,ED,55,0.5,55,,9,4.31,incumbent,0.12,1443.6,True,False,False,False
ED_n055_016_a75_048,ED,55,0.75,55,,9,4.31,incumbent,0.11,2166.9,True,False,False,False
ED_n055_017_a25_049,ED,55,0.25,55,,7,4.07,optimal,0.0,1.0,True,False,False,False
